paywall_event_id,article_id,reader_id,event_at,event_type,offer_name,conversion_status,revenue_pence
70000327,100736,200177,2026-06-28 13:39:00,meter_limit,Annual Saver,converted,1299
70000328,100335,200601,2026-06-29 14:56:00,paywall_view,Digital,viewed,0
70000329,100224,200328,2026-06-30 15:13:00,meter_limit,Digital Plus,dismissed,0
70000330,100856,200488,2026-07-01 16:30:00,paywall_view,Intro Offer,trial_started,0
70000331,100199,200035,2026-07-02 17:47:00,meter_limit,Annual Saver,converted,1299
70000332,100602,200903,2026-07-03 18:04:00,paywall_view,Digital,viewed,0
70000333,100951,200371,2026-07-04 19:21:00,meter_limit,Digital Plus,dismissed,0
70000334,100869,200521,2026-07-05 20:38:00,paywall_view,Intro Offer,trial_started,0
70000335,100380,200642,2026-07-06 21:55:00,meter_limit,Annual Saver,converted,899
70000336,100903,200394,2026-07-07 08:12:00,paywall_view,Digital,viewed,0
70000337,100314,200642,2026-07-08 09:29:00,meter_limit,Digital Plus,dismissed,0
70000338,100450,200088,2026-07-09 10:46:00,paywall_view,Intro Offer,trial_started,0
70000339,100568,200857,2026-07-10 11:03:00,meter_limit,Annual Saver,converted,2499
70000340,100341,200835,2026-07-11 12:20:00,paywall_view,Digital,viewed,0
70000341,100406,200025,2026-07-12 13:37:00,meter_limit,Digital Plus,dismissed,0
70000342,100109,200997,2026-07-13 14:54:00,paywall_view,Intro Offer,trial_started,0
70000343,100277,200406,2026-07-14 15:11:00,meter_limit,Annual Saver,converted,1299
70000344,100378,200493,2026-07-15 16:28:00,paywall_view,Digital,viewed,0
70000345,100175,200848,2026-07-16 17:45:00,meter_limit,Digital Plus,dismissed,0
70000346,100168,200873,2026-07-17 18:02:00,paywall_view,Intro Offer,trial_started,0
70000347,100013,200003,2026-07-18 19:19:00,meter_limit,Annual Saver,converted,1299
70000348,100749,200309,2026-07-19 20:36:00,paywall_view,Digital,viewed,0
70000349,100402,200791,2026-07-20 21:53:00,meter_limit,Digital Plus,dismissed,0
70000350,100454,200301,2026-06-01 08:10:00,paywall_view,Intro Offer,trial_started,0
70000351,100615,200005,2026-06-02 09:27:00,meter_limit,Annual Saver,converted,899
70000352,100204,200037,2026-06-03 10:44:00,paywall_view,Digital,viewed,0
70000353,100999,200320,2026-06-04 11:01:00,meter_limit,Digital Plus,dismissed,0
70000354,100849,200248,2026-06-05 12:18:00,paywall_view,Intro Offer,trial_started,0
70000355,100640,200180,2026-06-06 13:35:00,meter_limit,Annual Saver,converted,899
70000356,100585,200054,2026-06-07 14:52:00,paywall_view,Digital,viewed,0
70000357,100113,200940,2026-06-08 15:09:00,meter_limit,Digital Plus,dismissed,0
70000358,100810,200281,2026-06-09 16:26:00,paywall_view,Intro Offer,trial_started,0
70000359,100373,200056,2026-06-10 17:43:00,meter_limit,Annual Saver,converted,1299
70000360,100847,200099,2026-06-11 18:00:00,paywall_view,Digital,viewed,0
70000361,100558,200486,2026-06-12 19:17:00,meter_limit,Digital Plus,dismissed,0
70000362,100591,200853,2026-06-13 20:34:00,paywall_view,Intro Offer,trial_started,0
70000363,100769,200432,2026-06-14 21:51:00,meter_limit,Annual Saver,converted,899
70000364,100317,200492,2026-06-15 08:08:00,paywall_view,Digital,viewed,0
70000365,100524,200450,2026-06-16 09:25:00,meter_limit,Digital Plus,dismissed,0
70000366,100622,200316,2026-06-17 10:42:00,paywall_view,Intro Offer,trial_started,0
70000367,100967,200906,2026-06-18 11:59:00,meter_limit,Annual Saver,converted,899
70000368,100505,200498,2026-06-19 12:16:00,paywall_view,Digital,viewed,0
70000369,100993,200450,2026-06-20 13:33:00,meter_limit,Digital Plus,dismissed,0
70000370,100489,200351,2026-06-21 14:50:00,paywall_view,Intro Offer,trial_started,0
70000371,100400,200373,2026-06-22 15:07:00,meter_limit,Annual Saver,converted,2499
70000372,100904,200976,2026-06-23 16:24:00,paywall_view,Digital,viewed,0
70000373,100164,200150,2026-06-24 17:41:00,meter_limit,Digital Plus,dismissed,0
70000374,100416,200448,2026-06-25 18:58:00,paywall_view,Intro Offer,trial_started,0
70000375,100550,200175,2026-06-26 19:15:00,meter_limit,Annual Saver,converted,899
70000376,100935,200377,2026-06-27 20:32:00,paywall_view,Digital,viewed,0
70000377,100550,200985,2026-06-28 21:49:00,meter_limit,Digital Plus,dismissed,0
70000378,100547,200904,2026-06-29 08:06:00,paywall_view,Intro Offer,trial_started,0
70000379,100398,200548,2026-06-30 09:23:00,meter_limit,Annual Saver,converted,2499
70000380,100982,200575,2026-07-01 10:40:00,paywall_view,Digital,viewed,0
70000381,100796,200945,2026-07-02 11:57:00,meter_limit,Digital Plus,dismissed,0
70000382,100675,200623,2026-07-03 12:14:00,paywall_view,Intro Offer,trial_started,0
70000383,100755,200541,2026-07-04 13:31:00,meter_limit,Annual Saver,converted,2499
70000384,100269,200604,2026-07-05 14:48:00,paywall_view,Digital,viewed,0
70000385,100143,200360,2026-07-06 15:05:00,meter_limit,Digital Plus,dismissed,0
70000386,100195,200168,2026-07-07 16:22:00,paywall_view,Intro Offer,trial_started,0
70000387,100515,200938,2026-07-08 17:39:00,meter_limit,Annual Saver,converted,2499
70000388,100329,200960,2026-07-09 18:56:00,paywall_view,Digital,viewed,0
70000389,100897,200842,2026-07-10 19:13:00,meter_limit,Digital Plus,dismissed,0
70000390,100131,200892,2026-07-11 20:30:00,paywall_view,Intro Offer,trial_started,0
70000391,100836,200237,2026-07-12 21:47:00,meter_limit,Annual Saver,converted,1299
70000392,100030,200891,2026-07-13 08:04:00,paywall_view,Digital,viewed,0
70000393,100408,200879,2026-07-14 09:21:00,meter_limit,Digital Plus,dismissed,0
70000394,100950,200260,2026-07-15 10:38:00,paywall_view,Intro Offer,trial_started,0
70000395,100834,200380,2026-07-16 11:55:00,meter_limit,Annual Saver,converted,1299
70000396,100579,200642,2026-07-17 12:12:00,paywall_view,Digital,viewed,0
70000397,100111,200775,2026-07-18 13:29:00,meter_limit,Digital Plus,dismissed,0
70000398,100728,200036,2026-07-19 14:46:00,paywall_view,Intro Offer,trial_started,0
70000399,100517,200993,2026-07-20 15:03:00,meter_limit,Annual Saver,converted,1299
70000400,100424,200713,2026-06-01 16:20:00,paywall_view,Digital,viewed,0
70000401,100469,200477,2026-06-02 17:37:00,meter_limit,Digital Plus,dismissed,0
70000402,100893,200967,2026-06-03 18:54:00,paywall_view,Intro Offer,trial_started,0
70000403,100472,200014,2026-06-04 19:11:00,meter_limit,Annual Saver,converted,2499
70000404,100818,200033,2026-06-05 20:28:00,paywall_view,Digital,viewed,0
70000405,100258,200825,2026-06-06 21:45:00,meter_limit,Digital Plus,dismissed,0
70000406,100506,200680,2026-06-07 08:02:00,paywall_view,Intro Offer,trial_started,0
70000407,100101,200811,2026-06-08 09:19:00,meter_limit,Annual Saver,converted,2499
70000408,100513,200315,2026-06-09 10:36:00,paywall_view,Digital,viewed,0
70000409,100421,200790,2026-06-10 11:53:00,meter_limit,Digital Plus,dismissed,0
70000410,100536,200303,2026-06-11 12:10:00,paywall_view,Intro Offer,trial_started,0
70000411,100358,200706,2026-06-12 13:27:00,meter_limit,Annual Saver,converted,2499
70000412,100986,200089,2026-06-13 14:44:00,paywall_view,Digital,viewed,0
70000413,100598,200031,2026-06-14 15:01:00,meter_limit,Digital Plus,dismissed,0
70000414,100161,200377,2026-06-15 16:18:00,paywall_view,Intro Offer,trial_started,0
70000415,100491,200514,2026-06-16 17:35:00,meter_limit,Annual Saver,converted,2499
70000416,100118,200807,2026-06-17 18:52:00,paywall_view,Digital,viewed,0
70000417,100421,200883,2026-06-18 19:09:00,meter_limit,Digital Plus,dismissed,0
70000418,100819,200486,2026-06-19 20:26:00,paywall_view,Intro Offer,trial_started,0
70000419,100474,200455,2026-06-20 21:43:00,meter_limit,Annual Saver,converted,2499
70000420,100616,200793,2026-06-21 08:00:00,paywall_view,Digital,viewed,0
70000421,100307,200798,2026-06-22 09:17:00,meter_limit,Digital Plus,dismissed,0
70000422,100056,200112,2026-06-23 10:34:00,paywall_view,Intro Offer,trial_started,0
70000423,100521,200706,2026-06-24 11:51:00,meter_limit,Annual Saver,converted,1299
70000424,100050,200230,2026-06-25 12:08:00,paywall_view,Digital,viewed,0
70000425,100357,200487,2026-06-26 13:25:00,meter_limit,Digital Plus,dismissed,0
70000426,100148,200752,2026-06-27 14:42:00,paywall_view,Intro Offer,trial_started,0
70000427,100542,200177,2026-06-28 15:59:00,meter_limit,Annual Saver,converted,899
70000428,100529,200127,2026-06-29 16:16:00,paywall_view,Digital,viewed,0
70000429,100155,200111,2026-06-30 17:33:00,meter_limit,Digital Plus,dismissed,0
70000430,100474,200690,2026-07-01 18:50:00,paywall_view,Intro Offer,trial_started,0
70000431,100750,200368,2026-07-02 19:07:00,meter_limit,Annual Saver,converted,1299
70000432,100997,200754,2026-07-03 20:24:00,paywall_view,Digital,viewed,0
70000433,100768,200403,2026-07-04 21:41:00,meter_limit,Digital Plus,dismissed,0
70000434,100140,200356,2026-07-05 08:58:00,paywall_view,Intro Offer,trial_started,0
70000435,100860,200850,2026-07-06 09:15:00,meter_limit,Annual Saver,converted,1299
70000436,100478,200027,2026-07-07 10:32:00,paywall_view,Digital,viewed,0
70000437,101000,200081,2026-07-08 11:49:00,meter_limit,Digital Plus,dismissed,0
70000438,100738,200136,2026-07-09 12:06:00,paywall_view,Intro Offer,trial_started,0
70000439,100666,200743,2026-07-10 13:23:00,meter_limit,Annual Saver,converted,899
70000440,100166,200266,2026-07-11 14:40:00,paywall_view,Digital,viewed,0
70000441,100521,200315,2026-07-12 15:57:00,meter_limit,Digital Plus,dismissed,0
70000442,100227,200360,2026-07-13 16:14:00,paywall_view,Intro Offer,trial_started,0
70000443,100171,200762,2026-07-14 17:31:00,meter_limit,Annual Saver,converted,2499
70000444,100382,200897,2026-07-15 18:48:00,paywall_view,Digital,viewed,0
70000445,100999,200258,2026-07-16 19:05:00,meter_limit,Digital Plus,dismissed,0
70000446,100929,200475,2026-07-17 20:22:00,paywall_view,Intro Offer,trial_started,0
70000447,100526,200688,2026-07-18 21:39:00,meter_limit,Annual Saver,converted,1299
70000448,100467,200166,2026-07-19 08:56:00,paywall_view,Digital,viewed,0
70000449,100130,200583,2026-07-20 09:13:00,meter_limit,Digital Plus,dismissed,0
70000450,100329,200266,2026-06-01 10:30:00,paywall_view,Intro Offer,trial_started,0
70000451,100276,200036,2026-06-02 11:47:00,meter_limit,Annual Saver,converted,2499
70000452,100362,200541,2026-06-03 12:04:00,paywall_view,Digital,viewed,0
70000453,100097,200020,2026-06-04 13:21:00,meter_limit,Digital Plus,dismissed,0
70000454,100512,200290,2026-06-05 14:38:00,paywall_view,Intro Offer,trial_started,0
70000455,100987,200397,2026-06-06 15:55:00,meter_limit,Annual Saver,converted,899
70000456,100106,200433,2026-06-07 16:12:00,paywall_view,Digital,viewed,0
70000457,100558,200346,2026-06-08 17:29:00,meter_limit,Digital Plus,dismissed,0
70000458,100520,200671,2026-06-09 18:46:00,paywall_view,Intro Offer,trial_started,0
70000459,100159,200375,2026-06-10 19:03:00,meter_limit,Annual Saver,converted,1299
70000460,100716,200184,2026-06-11 20:20:00,paywall_view,Digital,viewed,0
70000461,100428,200345,2026-06-12 21:37:00,meter_limit,Digital Plus,dismissed,0
70000462,100251,200137,2026-06-13 08:54:00,paywall_view,Intro Offer,trial_started,0
70000463,100930,200875,2026-06-14 09:11:00,meter_limit,Annual Saver,converted,899
70000464,100702,200005,2026-06-15 10:28:00,paywall_view,Digital,viewed,0
70000465,100628,200601,2026-06-16 11:45:00,meter_limit,Digital Plus,dismissed,0
70000466,100462,200546,2026-06-17 12:02:00,paywall_view,Intro Offer,trial_started,0
70000467,100625,200975,2026-06-18 13:19:00,meter_limit,Annual Saver,converted,899
70000468,100278,200235,2026-06-19 14:36:00,paywall_view,Digital,viewed,0
70000469,100592,200179,2026-06-20 15:53:00,meter_limit,Digital Plus,dismissed,0
70000470,100082,200785,2026-06-21 16:10:00,paywall_view,Intro Offer,trial_started,0
70000471,100768,200364,2026-06-22 17:27:00,meter_limit,Annual Saver,converted,899
70000472,100186,200159,2026-06-23 18:44:00,paywall_view,Digital,viewed,0
70000473,100087,200245,2026-06-24 19:01:00,meter_limit,Digital Plus,dismissed,0
70000474,100662,200637,2026-06-25 20:18:00,paywall_view,Intro Offer,trial_started,0
70000475,100491,200866,2026-06-26 21:35:00,meter_limit,Annual Saver,converted,899
70000476,100765,200468,2026-06-27 08:52:00,paywall_view,Digital,viewed,0
70000477,100826,200234,2026-06-28 09:09:00,meter_limit,Digital Plus,dismissed,0
70000478,100848,200269,2026-06-29 10:26:00,paywall_view,Intro Offer,trial_started,0
70000479,100392,200727,2026-06-30 11:43:00,meter_limit,Annual Saver,converted,1299
70000480,100562,200379,2026-07-01 12:00:00,paywall_view,Digital,viewed,0
70000481,100930,200521,2026-07-02 13:17:00,meter_limit,Digital Plus,dismissed,0
70000482,100857,200343,2026-07-03 14:34:00,paywall_view,Intro Offer,trial_started,0
70000483,100439,200706,2026-07-04 15:51:00,meter_limit,Annual Saver,converted,2499
70000484,100211,200896,2026-07-05 16:08:00,paywall_view,Digital,viewed,0
70000485,100335,200287,2026-07-06 17:25:00,meter_limit,Digital Plus,dismissed,0
70000486,100743,200450,2026-07-07 18:42:00,paywall_view,Intro Offer,trial_started,0
70000487,100452,200067,2026-07-08 19:59:00,meter_limit,Annual Saver,converted,899
70000488,100622,200770,2026-07-09 20:16:00,paywall_view,Digital,viewed,0
70000489,100631,200942,2026-07-10 21:33:00,meter_limit,Digital Plus,dismissed,0
70000490,100575,200545,2026-07-11 08:50:00,paywall_view,Intro Offer,trial_started,0
70000491,100456,200831,2026-07-12 09:07:00,meter_limit,Annual Saver,converted,2499
70000492,100960,200581,2026-07-13 10:24:00,paywall_view,Digital,viewed,0
70000493,100814,200010,2026-07-14 11:41:00,meter_limit,Digital Plus,dismissed,0
70000494,100795,200996,2026-07-15 12:58:00,paywall_view,Intro Offer,trial_started,0
70000495,100520,200079,2026-07-16 13:15:00,meter_limit,Annual Saver,converted,1299
70000496,100197,200048,2026-07-17 14:32:00,paywall_view,Digital,viewed,0
70000497,100527,200514,2026-07-18 15:49:00,meter_limit,Digital Plus,dismissed,0
70000498,100029,200682,2026-07-19 16:06:00,paywall_view,Intro Offer,trial_started,0
70000499,100693,200046,2026-07-20 17:23:00,meter_limit,Annual Saver,converted,1299
70000500,100680,200449,2026-06-01 18:40:00,paywall_view,Digital,viewed,0
70000501,100329,200656,2026-06-02 19:57:00,meter_limit,Digital Plus,dismissed,0
70000502,100072,200769,2026-06-03 20:14:00,paywall_view,Intro Offer,trial_started,0
70000503,100090,200490,2026-06-04 21:31:00,meter_limit,Annual Saver,converted,899
70000504,100780,200869,2026-06-05 08:48:00,paywall_view,Digital,viewed,0
70000505,100264,200028,2026-06-06 09:05:00,meter_limit,Digital Plus,dismissed,0
70000506,100306,200418,2026-06-07 10:22:00,paywall_view,Intro Offer,trial_started,0
70000507,100981,200034,2026-06-08 11:39:00,meter_limit,Annual Saver,converted,2499
70000508,100210,200486,2026-06-09 12:56:00,paywall_view,Digital,viewed,0
70000509,100774,200579,2026-06-10 13:13:00,meter_limit,Digital Plus,dismissed,0
70000510,100969,200262,2026-06-11 14:30:00,paywall_view,Intro Offer,trial_started,0
70000511,100229,200495,2026-06-12 15:47:00,meter_limit,Annual Saver,converted,899
70000512,100158,200970,2026-06-13 16:04:00,paywall_view,Digital,viewed,0
70000513,100197,200043,2026-06-14 17:21:00,meter_limit,Digital Plus,dismissed,0
70000514,100066,200565,2026-06-15 18:38:00,paywall_view,Intro Offer,trial_started,0
70000515,100359,200879,2026-06-16 19:55:00,meter_limit,Annual Saver,converted,1299
70000516,100604,200254,2026-06-17 20:12:00,paywall_view,Digital,viewed,0
70000517,100223,200923,2026-06-18 21:29:00,meter_limit,Digital Plus,dismissed,0
70000518,100242,200673,2026-06-19 08:46:00,paywall_view,Intro Offer,trial_started,0
70000519,100784,200458,2026-06-20 09:03:00,meter_limit,Annual Saver,converted,1299
70000520,100750,200867,2026-06-21 10:20:00,paywall_view,Digital,viewed,0
70000521,100148,200042,2026-06-22 11:37:00,meter_limit,Digital Plus,dismissed,0
70000522,100131,200042,2026-06-23 12:54:00,paywall_view,Intro Offer,trial_started,0
70000523,100991,200134,2026-06-24 13:11:00,meter_limit,Annual Saver,converted,899
70000524,100472,200665,2026-06-25 14:28:00,paywall_view,Digital,viewed,0
70000525,100612,200696,2026-06-26 15:45:00,meter_limit,Digital Plus,dismissed,0
70000526,100005,200572,2026-06-27 16:02:00,paywall_view,Intro Offer,trial_started,0
70000527,100265,200436,2026-06-28 17:19:00,meter_limit,Annual Saver,converted,899
70000528,100387,200528,2026-06-29 18:36:00,paywall_view,Digital,viewed,0
70000529,100868,200617,2026-06-30 19:53:00,meter_limit,Digital Plus,dismissed,0
70000530,100879,2003,2026-07-01 20:10:00,paywall_view,Intro Offer,trial_started,0
70000531,100834,200840,2026-07-02 21:27:00,meter_limit,Annual Saver,converted,2499
70000532,100786,200827,2026-07-03 08:44:00,paywall_view,Digital,viewed,0
70000533,100538,200959,2026-07-04 09:01:00,meter_limit,Digital Plus,dismissed,0
70000534,100252,200818,2026-07-05 10:18:00,paywall_view,Intro Offer,trial_started,0
70000535,100408,200758,2026-07-06 11:35:00,meter_limit,Annual Saver,converted,899
70000536,100086,200505,2026-07-07 12:52:00,paywall_view,Digital,viewed,0
70000537,100711,200217,2026-07-08 13:09:00,meter_limit,Digital Plus,dismissed,0
70000538,100055,200472,2026-07-09 14:26:00,paywall_view,Intro Offer,trial_started,0
70000539,100172,200431,2026-07-10 15:43:00,meter_limit,Annual Saver,converted,2499
70000540,100687,200149,2026-07-11 16:00:00,paywall_view,Digital,viewed,0
70000541,100685,200050,2026-07-12 17:17:00,meter_limit,Digital Plus,dismissed,0
70000542,100914,200761,2026-07-13 18:34:00,paywall_view,Intro Offer,trial_started,0
70000543,100159,200039,2026-07-14 19:51:00,meter_limit,Annual Saver,converted,899
70000544,100246,200706,2026-07-15 20:08:00,paywall_view,Digital,viewed,0
70000545,100786,200803,2026-07-16 21:25:00,meter_limit,Digital Plus,dismissed,0
70000546,100476,200537,2026-07-17 08:42:00,paywall_view,Intro Offer,trial_started,0
70000547,100050,200055,2026-07-18 09:59:00,meter_limit,Annual Saver,converted,1299
70000548,100444,200023,2026-07-19 10:16:00,paywall_view,Digital,viewed,0
70000549,100226,200002,2026-07-20 11:33:00,meter_limit,Digital Plus,dismissed,0
70000550,100163,200613,2026-06-01 12:50:00,paywall_view,Intro Offer,trial_started,0
70000551,100008,200108,2026-06-02 13:07:00,meter_limit,Annual Saver,converted,899
70000552,100792,200582,2026-06-03 14:24:00,paywall_view,Digital,viewed,0
70000553,100383,200414,2026-06-04 15:41:00,meter_limit,Digital Plus,dismissed,0
70000554,100982,200711,2026-06-05 16:58:00,paywall_view,Intro Offer,trial_started,0
70000555,100660,200551,2026-06-06 17:15:00,meter_limit,Annual Saver,converted,2499
70000556,100147,200671,2026-06-07 18:32:00,paywall_view,Digital,viewed,0
70000557,100154,200338,2026-06-08 19:49:00,meter_limit,Digital Plus,dismissed,0
70000558,100360,200580,2026-06-09 20:06:00,paywall_view,Intro Offer,trial_started,0
70000559,100979,200844,2026-06-10 21:23:00,meter_limit,Annual Saver,converted,899
70000560,100523,200765,2026-06-11 08:40:00,paywall_view,Digital,viewed,0
70000561,100711,200821,2026-06-12 09:57:00,meter_limit,Digital Plus,dismissed,0
70000562,100088,200362,2026-06-13 10:14:00,paywall_view,Intro Offer,trial_started,0
70000563,101000,200077,2026-06-14 11:31:00,meter_limit,Annual Saver,converted,2499
70000564,100629,200170,2026-06-15 12:48:00,paywall_view,Digital,viewed,0
70000565,100442,200440,2026-06-16 13:05:00,meter_limit,Digital Plus,dismissed,0
70000566,100615,200993,2026-06-17 14:22:00,paywall_view,Intro Offer,trial_started,0
70000567,100654,200887,2026-06-18 15:39:00,meter_limit,Annual Saver,converted,2499
70000568,100080,200824,2026-06-19 16:56:00,paywall_view,Digital,viewed,0
70000569,100060,200809,2026-06-20 17:13:00,meter_limit,Digital Plus,dismissed,0
70000570,100112,200945,2026-06-21 18:30:00,paywall_view,Intro Offer,trial_started,0
70000571,100197,200357,2026-06-22 19:47:00,meter_limit,Annual Saver,converted,899
70000572,100885,200385,2026-06-23 20:04:00,paywall_view,Digital,viewed,0
70000573,100174,200099,2026-06-24 21:21:00,meter_limit,Digital Plus,dismissed,0
70000574,100275,200828,2026-06-25 08:38:00,paywall_view,Intro Offer,trial_started,0
70000575,100150,200711,2026-06-26 09:55:00,meter_limit,Annual Saver,converted,2499
70000576,100653,200971,2026-06-27 10:12:00,paywall_view,Digital,viewed,0
70000577,100481,200775,2026-06-28 11:29:00,meter_limit,Digital Plus,dismissed,0
70000578,100214,200683,2026-06-29 12:46:00,paywall_view,Intro Offer,trial_started,0
70000579,100983,200509,2026-06-30 13:03:00,meter_limit,Annual Saver,converted,2499
70000580,100620,200575,2026-07-01 14:20:00,paywall_view,Digital,viewed,0
70000581,100441,200717,2026-07-02 15:37:00,meter_limit,Digital Plus,dismissed,0
70000582,100296,200971,2026-07-03 16:54:00,paywall_view,Intro Offer,trial_started,0
70000583,100618,200398,2026-07-04 17:11:00,meter_limit,Annual Saver,converted,1299
70000584,100478,200278,2026-07-05 18:28:00,paywall_view,Digital,viewed,0
70000585,100384,200666,2026-07-06 19:45:00,meter_limit,Digital Plus,dismissed,0
70000586,100077,200375,2026-07-07 20:02:00,paywall_view,Intro Offer,trial_started,0
70000587,100408,200584,2026-07-08 21:19:00,meter_limit,Annual Saver,converted,2499
70000588,100221,200043,2026-07-09 08:36:00,paywall_view,Digital,viewed,0
70000589,100608,200402,2026-07-10 09:53:00,meter_limit,Digital Plus,dismissed,0
70000590,100235,2003,2026-07-11 10:10:00,paywall_view,Intro Offer,trial_started,0
70000591,100236,200483,2026-07-12 11:27:00,meter_limit,Annual Saver,converted,2499
70000592,100280,200847,2026-07-13 12:44:00,paywall_view,Digital,viewed,0
70000593,100590,200687,2026-07-14 13:01:00,meter_limit,Digital Plus,dismissed,0
70000594,100349,200831,2026-07-15 14:18:00,paywall_view,Intro Offer,trial_started,0
70000595,100164,200202,2026-07-16 15:35:00,meter_limit,Annual Saver,converted,1299
70000596,100841,200189,2026-07-17 16:52:00,paywall_view,Digital,viewed,0
70000597,100270,200747,2026-07-18 17:09:00,meter_limit,Digital Plus,dismissed,0
70000598,100107,200593,2026-07-19 18:26:00,paywall_view,Intro Offer,trial_started,0
70000599,100599,200793,2026-07-20 19:43:00,meter_limit,Annual Saver,converted,2499
70000600,100302,200488,2026-06-01 20:00:00,paywall_view,Digital,viewed,0
70000601,100219,200094,2026-06-02 21:17:00,meter_limit,Digital Plus,dismissed,0
70000602,100611,200024,2026-06-03 08:34:00,paywall_view,Intro Offer,trial_started,0
70000603,100282,200301,2026-06-04 09:51:00,meter_limit,Annual Saver,converted,1299
70000604,100079,200834,2026-06-05 10:08:00,paywall_view,Digital,viewed,0
70000605,100570,200045,2026-06-06 11:25:00,meter_limit,Digital Plus,dismissed,0
70000606,100940,200970,2026-06-07 12:42:00,paywall_view,Intro Offer,trial_started,0
70000607,100452,200227,2026-06-08 13:59:00,meter_limit,Annual Saver,converted,899
70000608,100382,200230,2026-06-09 14:16:00,paywall_view,Digital,viewed,0
70000609,100525,200694,2026-06-10 15:33:00,meter_limit,Digital Plus,dismissed,0
70000610,100619,2008,2026-06-11 16:50:00,paywall_view,Intro Offer,trial_started,0
70000611,100649,200290,2026-06-12 17:07:00,meter_limit,Annual Saver,converted,1299
70000612,100882,200008,2026-06-13 18:24:00,paywall_view,Digital,viewed,0
70000613,100461,200245,2026-06-14 19:41:00,meter_limit,Digital Plus,dismissed,0
70000614,100680,200512,2026-06-15 20:58:00,paywall_view,Intro Offer,trial_started,0
70000615,100605,200166,2026-06-16 21:15:00,meter_limit,Annual Saver,converted,2499
70000616,100089,200767,2026-06-17 08:32:00,paywall_view,Digital,viewed,0
70000617,100755,200788,2026-06-18 09:49:00,meter_limit,Digital Plus,dismissed,0
70000618,100637,200423,2026-06-19 10:06:00,paywall_view,Intro Offer,trial_started,0
70000619,100256,200841,2026-06-20 11:23:00,meter_limit,Annual Saver,converted,1299
70000620,100341,200846,2026-06-21 12:40:00,paywall_view,Digital,viewed,0
70000621,100110,200374,2026-06-22 13:57:00,meter_limit,Digital Plus,dismissed,0
70000622,100669,200048,2026-06-23 14:14:00,paywall_view,Intro Offer,trial_started,0
70000623,100524,200219,2026-06-24 15:31:00,meter_limit,Annual Saver,converted,2499
70000624,100206,200362,2026-06-25 16:48:00,paywall_view,Digital,viewed,0
70000625,100361,200198,2026-06-26 17:05:00,meter_limit,Digital Plus,dismissed,0
70000626,100369,200534,2026-06-27 18:22:00,paywall_view,Intro Offer,trial_started,0
70000627,100828,200765,2026-06-28 19:39:00,meter_limit,Annual Saver,converted,1299
70000628,100880,200312,2026-06-29 20:56:00,paywall_view,Digital,viewed,0
70000629,100578,200724,2026-06-30 21:13:00,meter_limit,Digital Plus,dismissed,0
70000630,100493,200177,2026-07-01 08:30:00,paywall_view,Intro Offer,trial_started,0
70000631,100810,200199,2026-07-02 09:47:00,meter_limit,Annual Saver,converted,1299
70000632,100014,200649,2026-07-03 10:04:00,paywall_view,Digital,viewed,0
70000633,100052,200773,2026-07-04 11:21:00,meter_limit,Digital Plus,dismissed,0
70000634,100470,200265,2026-07-05 12:38:00,paywall_view,Intro Offer,trial_started,0
70000635,100039,200397,2026-07-06 13:55:00,meter_limit,Annual Saver,converted,1299
70000636,100317,200383,2026-07-07 14:12:00,paywall_view,Digital,viewed,0
70000637,100538,200427,2026-07-08 15:29:00,meter_limit,Digital Plus,dismissed,0
70000638,100786,200799,2026-07-09 16:46:00,paywall_view,Intro Offer,trial_started,0
70000639,100854,200021,2026-07-10 17:03:00,meter_limit,Annual Saver,converted,1299
70000640,100227,200419,2026-07-11 18:20:00,paywall_view,Digital,viewed,0
70000641,100487,200900,2026-07-12 19:37:00,meter_limit,Digital Plus,dismissed,0
70000642,100992,200085,2026-07-13 20:54:00,paywall_view,Intro Offer,trial_started,0
70000643,100645,200394,2026-07-14 21:11:00,meter_limit,Annual Saver,converted,1299
70000644,100902,200971,2026-07-15 08:28:00,paywall_view,Digital,viewed,0
70000645,100615,200359,2026-07-16 09:45:00,meter_limit,Digital Plus,dismissed,0
70000646,100124,200848,2026-07-17 10:02:00,paywall_view,Intro Offer,trial_started,0
70000647,100190,200491,2026-07-18 11:19:00,meter_limit,Annual Saver,converted,2499
70000648,100797,200591,2026-07-19 12:36:00,paywall_view,Digital,viewed,0
70000649,100992,200557,2026-07-20 13:53:00,meter_limit,Digital Plus,dismissed,0
70000650,100416,200048,2026-06-01 14:10:00,paywall_view,Intro Offer,trial_started,0
70000651,100329,200837,2026-06-02 15:27:00,meter_limit,Annual Saver,converted,1299
70000652,100586,200033,2026-06-03 16:44:00,paywall_view,Digital,viewed,0
70000653,100234,200112,2026-06-04 17:01:00,meter_limit,Digital Plus,dismissed,0
70000654,100267,200955,2026-06-05 18:18:00,paywall_view,Intro Offer,trial_started,0
70000655,100514,200210,2026-06-06 19:35:00,meter_limit,Annual Saver,converted,2499
70000656,100361,200470,2026-06-07 20:52:00,paywall_view,Digital,viewed,0
70000657,100174,200628,2026-06-08 21:09:00,meter_limit,Digital Plus,dismissed,0
70000658,100279,200732,2026-06-09 08:26:00,paywall_view,Intro Offer,trial_started,0
70000659,100623,200374,2026-06-10 09:43:00,meter_limit,Annual Saver,converted,2499
70000660,100887,200036,2026-06-11 10:00:00,paywall_view,Digital,viewed,0
